location,day,number of orders,percentage of deliveries
Upper East Side,2018-04-12,773,0.1371280724450194
Upper East Side,2018-04-13,779,0.1514762516046213
Upper East Side,2018-04-14,757,0.17437252311756934
Upper East Side,2018-04-15,802,0.1970074812967581
Upper East Side,2018-04-16,786,0.1806615776081425
Upper East Side,2018-04-17,790,0.19240506329113924
Upper East Side,2018-04-18,784,0.15306122448979592
Upper East Side,2018-04-19,805,0.17888198757763976
Upper East Side,2018-04-20,778,0.17352185089974292
Upper East Side,2018-04-21,849,0.16607773851590105
Upper East Side,2018-04-22,823,0.16767922235722965
Upper East Side,2018-04-23,754,0.13395225464190982
Upper East Side,2018-04-24,830,0.17349397590361446
Upper East Side,2018-04-25,824,0.13470873786407767
Upper East Side,2018-04-26,821,0.17417783191230207
Upper East Side,2018-04-27,854,0.1522248243559719
Upper East Side,2018-04-28,854,0.17447306791569087
Upper East Side,2018-04-29,799,0.1539424280350438
Upper East Side,2018-04-30,814,0.14742014742014742
Upper East Side,2018-05-01,732,0.16120218579234974
Upper East Side,2018-05-02,670,0.2208955223880597
Upper East Side,2018-05-03,675,0.21925925925925926
Upper East Side,2018-05-04,748,0.22192513368983957
Upper East Side,2018-05-05,801,0.17103620474406991
Upper East Side,2018-05-06,747,0.1566265060240964
Upper East Side,2018-05-07,733,0.1855388813096862
Upper East Side,2018-05-08,759,0.155467720685112
Upper East Side,2018-05-09,772,0.16968911917098445
Upper East Side,2018-05-10,751,0.13981358189081225
Upper East Side,2018-05-11,731,0.1354309165526676
Upper East Side,2018-05-12,756,0.17328042328042328
Upper East Side,2018-05-13,813,0.15006150061500614
Upper East Side,2018-05-14,823,0.16038882138517618
Upper East Side,2018-05-15,728,0.23214285714285715
Upper East Side,2018-05-16,811,0.18002466091245375
Upper East Side,2018-05-17,781,0.14340588988476313
Upper East Side,2018-05-18,787,0.14358322744599747
Upper East Side,2018-05-19,785,0.20127388535031848
Upper East Side,2018-05-20,706,0.18696883852691218
Upper East Side,2018-05-21,782,0.1649616368286445
Upper East Side,2018-05-22,767,0.1681877444589309
Upper East Side,2018-05-23,737,0.1791044776119403
Upper East Side,2018-05-24,699,0.17310443490701002
Upper East Side,2018-05-25,669,0.18684603886397608
Upper East Side,2018-05-26,673,0.20356612184249628
Upper East Side,2018-05-27,781,0.15108834827144688
Upper East Side,2018-05-29,735,0.17959183673469387
Upper East Side,2018-05-30,735,0.16326530612244897
Upper East Side,2018-05-31,815,0.16932515337423312
Upper East Side,2018-06-01,691,0.20839363241678727
Upper East Side,2018-06-02,711,0.21237693389592124
Upper East Side,2018-06-03,764,0.15706806282722513
Upper East Side,2018-06-04,749,0.14953271028037382
Upper East Side,2018-06-05,765,0.18562091503267975
Upper East Side,2018-06-06,737,0.1451831750339213
Upper East Side,2018-06-07,778,0.17223650385604114
Upper East Side,2018-06-08,717,0.19525801952580196
Upper East Side,2018-06-09,746,0.1742627345844504
Upper East Side,2018-06-10,766,0.17101827676240208
Upper East Side,2018-06-11,717,0.19525801952580196
Upper East Side,2018-06-12,744,0.1760752688172043
Upper East Side,2018-06-13,697,0.19225251076040173
Upper East Side,2018-06-14,727,0.20357634112792297
Upper East Side,2018-06-15,719,0.20166898470097358
Upper East Side,2018-06-16,699,0.2246065808297568
Upper East Side,2018-06-17,651,0.20583717357910905
Upper East Side,2018-06-18,697,0.19799139167862267
Upper East Side,2018-06-19,635,0.1984251968503937
Upper East Side,2018-06-20,715,0.17622377622377622
Upper East Side,2018-06-21,667,0.1724137931034483
Upper East Side,2018-06-22,732,0.14344262295081966
Upper East Side,2018-06-23,765,0.14901960784313725
Upper East Side,2018-06-24,690,0.21739130434782608
Upper East Side,2018-06-25,785,0.18343949044585986
Upper East Side,2018-06-26,752,0.1622340425531915
Upper East Side,2018-06-27,713,0.1753155680224404
Upper East Side,2018-06-28,755,0.19072847682119207
Upper East Side,2018-06-29,609,0.18226600985221675
Upper East Side,2018-06-30,653,0.2006125574272588
Upper East Side,2018-07-01,646,0.21517027863777088
Upper East Side,2018-07-02,635,0.2141732283464567
Upper East Side,2018-07-03,710,0.2323943661971831
Upper East Side,2018-07-05,659,0.2109256449165402
Upper East Side,2018-07-06,730,0.1780821917808219
Upper East Side,2018-07-07,747,0.18741633199464525
Upper East Side,2018-07-08,708,0.1765536723163842
Upper East Side,2018-07-09,697,0.20946915351506457
Upper East Side,2018-07-10,631,0.21077654516640254
Upper East Side,2018-07-11,697,0.18077474892395984
Upper East Side,2018-07-12,749,0.19893190921228304
Upper East Side,2018-07-13,684,0.20029239766081872
Upper East Side,2018-07-14,687,0.1804949053857351
Upper East Side,2018-07-15,717,0.1799163179916318
Upper East Side,2018-07-16,668,0.19011976047904192
Upper East Side,2018-07-17,726,0.23140495867768596
Upper East Side,2018-07-18,655,0.20763358778625954
Upper East Side,2018-07-19,695,0.2158273381294964
Upper East Side,2018-07-20,729,0.17969821673525377
Upper East Side,2018-07-21,712,0.18258426966292135
Upper East Side,2018-07-22,731,0.18194254445964433
Upper East Side,2018-07-23,667,0.17991004497751126
Upper East Side,2018-07-24,691,0.18813314037626627
Upper East Side,2018-07-25,727,0.16643741403026135
Upper East Side,2018-07-26,712,0.17696629213483145
Upper East Side,2018-07-27,744,0.25
Upper East Side,2018-07-28,680,0.20588235294117646
Upper East Side,2018-07-29,675,0.18666666666666668
Upper East Side,2018-07-30,672,0.1875
Upper East Side,2018-07-31,737,0.20352781546811397
Upper East Side,2018-08-01,673,0.23179791976225855
Upper East Side,2018-08-02,710,0.2112676056338028
Upper East Side,2018-08-03,743,0.21399730820995963
Upper East Side,2018-08-04,721,0.19833564493758668
Upper East Side,2018-08-05,635,0.1952755905511811
Upper East Side,2018-08-06,663,0.2066365007541478
Upper East Side,2018-08-07,687,0.24890829694323144
Upper East Side,2018-08-08,648,0.2021604938271605
Upper East Side,2018-08-09,683,0.2225475841874085
Upper East Side,2018-08-10,671,0.20119225037257824
Upper East Side,2018-08-11,745,0.24563758389261744
Upper East Side,2018-08-12,729,0.2139917695473251
Upper East Side,2018-08-13,742,0.16037735849056603
Upper East Side,2018-08-14,753,0.18857901726427623
Upper East Side,2018-08-15,626,0.19329073482428116
Upper East Side,2018-08-16,693,0.19047619047619047
Upper East Side,2018-08-17,702,0.2094017094017094
Upper East Side,2018-08-18,696,0.22270114942528735
Upper East Side,2018-08-19,738,0.18157181571815717
Upper East Side,2018-08-20,774,0.17183462532299743
Upper East Side,2018-08-21,750,0.19866666666666666
Upper East Side,2018-08-22,631,0.1838351822503962
Upper East Side,2018-08-23,731,0.18057455540355677
Upper East Side,2018-08-24,707,0.2036775106082037
Upper East Side,2018-08-25,699,0.1659513590844063
Upper East Side,2018-08-26,720,0.19166666666666668
Upper East Side,2018-08-27,687,0.19796215429403202
Upper East Side,2018-08-28,633,0.21169036334913113
Upper East Side,2018-08-29,581,0.19793459552495696
Upper East Side,2018-08-30,673,0.20208023774145617
Upper East Side,2018-08-31,735,0.17142857142857143
Upper East Side,2018-09-01,708,0.1596045197740113
Upper East Side,2018-09-02,681,0.2173274596182085
Upper East Side,2018-09-04,674,0.23293768545994065
Upper East Side,2018-09-05,675,0.2311111111111111
Upper East Side,2018-09-06,698,0.22922636103151864
Upper East Side,2018-09-07,707,0.1867043847241867
Upper East Side,2018-09-08,731,0.17373461012311903
Upper East Side,2018-09-09,736,0.19157608695652173
Upper East Side,2018-09-10,743,0.1911170928667564
Upper East Side,2018-09-11,701,0.15263908701854492
Upper East Side,2018-09-12,703,0.16500711237553342
Upper East Side,2018-09-13,706,0.18271954674220964
Upper East Side,2018-09-14,714,0.18627450980392157
Upper East Side,2018-09-15,682,0.19648093841642228
Upper East Side,2018-09-16,681,0.18649045521292218
Upper East Side,2018-09-17,661,0.19818456883509833
Upper East Side,2018-09-18,746,0.23324396782841822
Upper East Side,2018-09-19,731,0.20930232558139536
Upper East Side,2018-09-20,718,0.19080779944289694
Upper East Side,2018-09-21,717,0.16178521617852162
Upper East Side,2018-09-22,749,0.1802403204272363
Upper East Side,2018-09-23,736,0.17798913043478262
Upper East Side,2018-09-24,734,0.167574931880109
Upper East Side,2018-09-25,716,0.20949720670391062
Upper East Side,2018-09-26,702,0.20797720797720798
Upper East Side,2018-09-27,714,0.2030812324929972
Upper East Side,2018-09-28,773,0.16041397153945666
Upper East Side,2018-09-29,736,0.16168478260869565
Upper East Side,2018-09-30,734,0.1566757493188011
Upper East Side,2018-10-01,752,0.18617021276595744
Upper East Side,2018-10-02,699,0.16452074391988555
Upper East Side,2018-10-03,840,0.1630952380952381
Upper East Side,2018-10-04,763,0.16120576671035386
Upper East Side,2018-10-05,796,0.16080402010050251
Upper East Side,2018-10-06,775,0.15612903225806452
Upper East Side,2018-10-07,738,0.19241192411924118
Upper East Side,2018-10-09,784,0.1760204081632653
Upper East Side,2018-10-10,772,0.211139896373057
Upper East Side,2018-10-11,811,0.2059186189889026
Upper East Side,2018-10-12,797,0.16813048933500627
Upper East Side,2018-10-13,809,0.173053152039555
Upper East Side,2018-10-14,835,0.1497005988023952
Upper East Side,2018-10-15,777,0.148005148005148
Upper East Side,2018-10-16,810,0.1580246913580247
Upper East Side,2018-10-17,789,0.17870722433460076
Upper East Side,2018-10-18,781,0.1792573623559539
Upper East Side,2018-10-19,833,0.16806722689075632
Upper East Side,2018-10-20,808,0.1373762376237624
Upper East Side,2018-10-21,773,0.16041397153945666
Upper East Side,2018-10-22,833,0.1644657863145258
Upper East Side,2018-10-23,837,0.16606929510155316
Upper East Side,2018-10-24,832,0.1778846153846154
Upper East Side,2018-10-25,809,0.1446229913473424
Upper East Side,2018-10-26,784,0.14795918367346939
Upper East Side,2018-10-27,811,0.18618988902589395
Upper East Side,2018-10-28,813,0.17097170971709716
Upper East Side,2018-10-29,818,0.17114914425427874
Upper East Side,2018-10-30,806,0.1761786600496278
Upper East Side,2018-10-31,788,0.17639593908629442
Upper East Side,2018-11-01,848,0.16863207547169812
Upper East Side,2018-11-02,820,0.16219512195121952
Upper East Side,2018-11-03,845,0.15976331360946747
Upper East Side,2018-11-04,1013,0.12240868706811452
Upper East Side,2018-11-05,784,0.17091836734693877
Upper East Side,2018-11-06,860,0.2058139534883721
Upper East Side,2018-11-07,822,0.16666666666666666
Upper East Side,2018-11-08,892,0.16031390134529147
Upper East Side,2018-11-09,801,0.2209737827715356
Upper East Side,2018-11-10,814,0.18673218673218672
Upper East Side,2018-11-11,845,0.17514792899408285
Upper East Side,2018-11-13,807,0.16604708798017348
Upper East Side,2018-11-14,783,0.20178799489144317
Upper East Side,2018-11-15,803,0.29638854296388545
Upper East Side,2018-11-16,840,0.18571428571428572
Upper East Side,2018-11-17,819,0.16483516483516483
Upper East Side,2018-11-18,818,0.19437652811735942
Upper East Side,2018-11-19,830,0.163855421686747
Upper East Side,2018-11-20,839,0.20381406436233612
Upper East Side,2018-11-21,776,0.16752577319587628
Upper East Side,2018-11-23,776,0.2345360824742268
Upper East Side,2018-11-24,811,0.21454993834771888
Upper East Side,2018-11-25,810,0.14320987654320988
Upper East Side,2018-11-26,858,0.2296037296037296
Upper East Side,2018-11-27,808,0.1806930693069307
Upper East Side,2018-11-28,816,0.19117647058823528
Upper East Side,2018-11-29,823,0.1968408262454435
Upper East Side,2018-11-30,818,0.19070904645476772
Upper East Side,2018-12-01,845,0.1727810650887574
Upper East Side,2018-12-02,865,0.16878612716763006
Upper East Side,2018-12-03,843,0.18505338078291814
Upper East Side,2018-12-04,830,0.2253012048192771
Upper East Side,2018-12-05,806,0.21215880893300249
Upper East Side,2018-12-06,819,0.19291819291819293
Upper East Side,2018-12-07,802,0.20074812967581046
Upper East Side,2018-12-08,792,0.20707070707070707
Upper East Side,2018-12-09,829,0.2243667068757539
Upper East Side,2018-12-10,794,0.20025188916876574
Upper East Side,2018-12-11,815,0.1901840490797546
Upper East Side,2018-12-12,806,0.2022332506203474
Upper East Side,2018-12-13,785,0.17197452229299362
Upper East Side,2018-12-14,813,0.16851168511685116
Upper East Side,2018-12-15,840,0.15595238095238095
Upper East Side,2018-12-16,811,0.25030826140567203
Upper East Side,2018-12-17,791,0.18836915297092288
Upper East Side,2018-12-18,765,0.2
Upper East Side,2018-12-19,804,0.1853233830845771
Upper East Side,2018-12-20,848,0.18632075471698112
Upper East Side,2018-12-21,835,0.22395209580838324
Upper East Side,2018-12-22,829,0.18938480096501809
Upper East Side,2018-12-23,836,0.173444976076555
Upper East Side,2018-12-24,865,0.18497109826589594
Upper East Side,2018-12-26,844,0.20853080568720378
Upper East Side,2018-12-27,813,0.16974169741697417
Upper East Side,2018-12-28,840,0.225
Upper East Side,2018-12-29,812,0.16502463054187191
Upper East Side,2018-12-30,860,0.2127906976744186
Upper East Side,2018-12-31,868,0.24193548387096775
Upper West Side,2018-01-01,711,0.31223628691983124
Upper West Side,2018-01-02,778,0.26735218508997427
Upper West Side,2018-01-03,800,0.26125
Upper West Side,2018-01-04,778,0.2570694087403599
Upper West Side,2018-01-05,761,0.31274638633377133
Upper West Side,2018-01-06,708,0.3177966101694915
Upper West Side,2018-01-07,724,0.30662983425414364
Upper West Side,2018-01-08,843,0.22419928825622776
Upper West Side,2018-01-09,834,0.19904076738609114
Upper West Side,2018-01-10,825,0.19636363636363635
Upper West Side,2018-01-11,845,0.17159763313609466
Upper West Side,2018-01-12,834,0.19424460431654678
Upper West Side,2018-01-13,798,0.22431077694235588
Upper West Side,2018-01-14,778,0.26735218508997427
Upper West Side,2018-01-15,787,0.25667090216010163
Upper West Side,2018-01-16,812,0.2019704433497537
Upper West Side,2018-01-17,759,0.24769433465085638
Upper West Side,2018-01-18,818,0.2469437652811736
Upper West Side,2018-01-19,817,0.20195838433292534
Upper West Side,2018-01-20,833,0.19207683073229292
Upper West Side,2018-01-21,854,0.1791569086651054
Upper West Side,2018-01-22,850,0.18823529411764706
Upper West Side,2018-01-23,818,0.15770171149144255
Upper West Side,2018-01-24,852,0.215962441314554
Upper West Side,2018-01-25,822,0.22384428223844283
Upper West Side,2018-01-26,802,0.21571072319201995
Upper West Side,2018-01-27,838,0.1730310262529833
Upper West Side,2018-01-28,850,0.16470588235294117
Upper West Side,2018-01-29,835,0.17365269461077845
Upper West Side,2018-01-30,808,0.2301980198019802
Upper West Side,2018-01-31,803,0.23785803237858033
Upper West Side,2018-02-01,803,0.16811955168119552
Upper West Side,2018-02-02,755,0.2609271523178808
Upper West Side,2018-02-03,810,0.24691358024691357
Upper West Side,2018-02-04,835,0.22634730538922157
Upper West Side,2018-02-05,832,0.23197115384615385
Upper West Side,2018-02-06,844,0.21800947867298578
Upper West Side,2018-02-07,827,0.3518742442563482
Upper West Side,2018-02-08,814,0.23832923832923833
Upper West Side,2018-02-09,876,0.18036529680365296
Upper West Side,2018-02-10,826,0.24213075060532688
Upper West Side,2018-02-11,868,0.19700460829493088
Upper West Side,2018-02-12,876,0.1952054794520548
Upper West Side,2018-02-13,797,0.20702634880803011
Upper West Side,2018-02-14,845,0.17514792899408285
Upper West Side,2018-02-15,863,0.1657010428736964
Upper West Side,2018-02-16,846,0.1536643026004728
Upper West Side,2018-02-17,816,0.20955882352941177
Upper West Side,2018-02-18,845,0.18579881656804734
Upper West Side,2018-02-19,810,0.15308641975308643
Upper West Side,2018-02-20,831,0.148014440433213
Upper West Side,2018-02-21,807,0.1821561338289963
Upper West Side,2018-02-22,800,0.18375
Upper West Side,2018-02-23,780,0.18205128205128204
Upper West Side,2018-02-24,898,0.16481069042316257
Upper West Side,2018-02-25,850,0.17411764705882352
Upper West Side,2018-02-26,904,0.18030973451327434
Upper West Side,2018-02-27,839,0.16448152562574495
Upper West Side,2018-02-28,818,0.14180929095354522
Upper West Side,2018-03-01,866,0.17551963048498845
Upper West Side,2018-03-02,851,0.2972972972972973
Upper West Side,2018-03-03,844,0.16943127962085308
Upper West Side,2018-03-04,811,0.14796547472256474
Upper West Side,2018-03-05,824,0.1783980582524272
Upper West Side,2018-03-06,875,0.21257142857142858
Upper West Side,2018-03-07,801,0.23220973782771537
Upper West Side,2018-03-08,823,0.22235722964763063
Upper West Side,2018-03-09,761,0.19316688567674112
Upper West Side,2018-03-10,790,0.2139240506329114
Upper West Side,2018-03-11,827,0.18621523579201935
Upper West Side,2018-03-12,792,0.17297979797979798
Upper West Side,2018-03-13,790,0.19746835443037974
Upper West Side,2018-03-14,835,0.19520958083832335
Upper West Side,2018-03-15,825,0.16606060606060605
Upper West Side,2018-03-16,810,0.21358024691358024
Upper West Side,2018-03-17,835,0.1592814371257485
Upper West Side,2018-03-18,811,0.20715166461159062
Upper West Side,2018-03-19,826,0.1791767554479419
Upper West Side,2018-03-20,790,0.23164556962025318
Upper West Side,2018-03-21,824,0.19053398058252427
Upper West Side,2018-03-22,802,0.16084788029925187
Upper West Side,2018-03-23,787,0.1613722998729352
Upper West Side,2018-03-24,834,0.16546762589928057
Upper West Side,2018-03-25,811,0.17509247842170161
Upper West Side,2018-03-26,790,0.1949367088607595
Upper West Side,2018-03-27,819,0.1684981684981685
Upper West Side,2018-03-28,822,0.14233576642335766
Upper West Side,2018-03-29,809,0.16440049443757726
Upper West Side,2018-03-30,837,0.1816009557945042
Upper West Side,2018-03-31,861,0.1753774680603949
Upper West Side,2018-04-01,841,0.1545778834720571
Upper West Side,2018-04-02,794,0.17884130982367757
Upper West Side,2018-04-03,798,0.17919799498746866
Upper West Side,2018-04-04,834,0.1618705035971223
Upper West Side,2018-04-05,823,0.2174969623329283
Upper West Side,2018-04-06,821,0.1705237515225335
Upper West Side,2018-04-07,819,0.1807081807081807
Upper West Side,2018-04-08,807,0.16356877323420074
Upper West Side,2018-04-09,830,0.14819277108433734
Upper West Side,2018-04-10,789,0.19011406844106463
Upper West Side,2018-04-11,820,0.17073170731707318
Upper West Side,2018-04-12,855,0.1567251461988304
Upper West Side,2018-04-13,740,0.19594594594594594
Upper West Side,2018-04-14,760,0.15394736842105264
Upper West Side,2018-04-15,816,0.22549019607843138
Upper West Side,2018-04-16,849,0.19199057714958775
Upper West Side,2018-04-17,763,0.15334207077326342
Upper West Side,2018-04-18,836,0.16626794258373206
Upper West Side,2018-04-19,780,0.16153846153846155
Upper West Side,2018-04-20,822,0.15936739659367397
Upper West Side,2018-04-21,829,0.14595898673100122
Upper West Side,2018-04-22,837,0.16845878136200718
Upper West Side,2018-04-23,798,0.15538847117794485
Upper West Side,2018-04-24,830,0.17349397590361446
Upper West Side,2018-04-25,854,0.14988290398126464
Upper West Side,2018-04-26,756,0.14682539682539683
Upper West Side,2018-04-27,841,0.16409036860879905
Upper West Side,2018-04-28,804,0.1853233830845771
Upper West Side,2018-04-29,801,0.1585518102372035
Upper West Side,2018-04-30,766,0.1671018276762402
Upper West Side,2018-05-01,782,0.15728900255754474
Upper West Side,2018-05-02,741,0.19838056680161945
Upper West Side,2018-05-03,698,0.2349570200573066
Upper West Side,2018-05-04,702,0.18518518518518517
Upper West Side,2018-05-05,785,0.16942675159235668
Upper West Side,2018-05-06,773,0.15653298835705046
Upper West Side,2018-05-07,724,0.1712707182320442
Upper West Side,2018-05-08,789,0.16603295310519645
Upper West Side,2018-05-09,788,0.18274111675126903
Upper West Side,2018-05-10,815,0.1950920245398773
Upper West Side,2018-05-11,788,0.18401015228426396
Upper West Side,2018-05-12,768,0.14583333333333334
Upper West Side,2018-05-13,816,0.1715686274509804
Upper West Side,2018-05-14,783,0.17624521072796934
Upper West Side,2018-05-15,759,0.22397891963109354
Upper West Side,2018-05-16,826,0.15980629539951574
Upper West Side,2018-05-17,768,0.171875
Upper West Side,2018-05-18,789,0.1634980988593156
Upper West Side,2018-05-19,802,0.2169576059850374
Upper West Side,2018-05-20,778,0.20051413881748073
Upper West Side,2018-05-21,772,0.17098445595854922
Upper West Side,2018-05-22,822,0.1654501216545012
Upper West Side,2018-05-23,790,0.18734177215189873
Upper West Side,2018-05-24,796,0.18216080402010051
Upper West Side,2018-05-25,728,0.18681318681318682
Upper West Side,2018-05-26,710,0.20140845070422536
Upper West Side,2018-05-27,798,0.15288220551378445
Upper West Side,2018-05-28,784,0.14923469387755103
Upper West Side,2018-05-29,701,0.20256776034236804
Upper West Side,2018-05-30,812,0.16748768472906403
Upper West Side,2018-05-31,759,0.1725955204216074
Upper West Side,2018-06-01,719,0.1905424200278164
Upper West Side,2018-06-02,694,0.19020172910662825
Upper West Side,2018-06-03,758,0.13852242744063326
Upper West Side,2018-06-04,709,0.15937940761636107
Upper West Side,2018-06-05,709,0.21015514809590974
Upper West Side,2018-06-06,733,0.16780354706684858
Upper West Side,2018-06-07,693,0.15151515151515152
Upper West Side,2018-06-08,687,0.16885007278020378
Upper West Side,2018-06-09,728,0.18406593406593408
Upper West Side,2018-06-10,754,0.17506631299734748
Upper West Side,2018-06-11,704,0.14772727272727273
Upper West Side,2018-06-12,691,0.17945007235890015
Upper West Side,2018-06-13,741,0.1902834008097166
Upper West Side,2018-06-14,673,0.1887072808320951
Upper West Side,2018-06-15,723,0.18948824343015214
Upper West Side,2018-06-16,711,0.19549929676511954
Upper West Side,2018-06-17,692,0.1893063583815029
Upper West Side,2018-06-18,659,0.20485584218512898
Upper West Side,2018-06-19,645,0.2062015503875969
Upper West Side,2018-06-20,676,0.19822485207100593
Upper West Side,2018-06-21,721,0.18446601941747573
Upper West Side,2018-06-22,691,0.18813314037626627
Upper West Side,2018-06-23,741,0.16734143049932523
Upper West Side,2018-06-24,681,0.19823788546255505
Upper West Side,2018-06-25,747,0.19812583668005354
Upper West Side,2018-06-26,658,0.2066869300911854
Upper West Side,2018-06-27,684,0.16666666666666666
Upper West Side,2018-06-28,703,0.21906116642958748
Upper West Side,2018-06-29,629,0.2082670906200318
Upper West Side,2018-06-30,659,0.2336874051593323
Upper West Side,2018-07-01,623,0.21990369181380418
Upper West Side,2018-07-02,633,0.21642969984202212
Upper West Side,2018-07-03,651,0.23348694316436253
Upper West Side,2018-07-04,683,0.19472913616398244
Upper West Side,2018-07-05,669,0.20926756352765322
Upper West Side,2018-07-06,691,0.18523878437047755
Upper West Side,2018-07-07,669,0.17040358744394618
Upper West Side,2018-07-08,693,0.18614718614718614
Upper West Side,2018-07-09,657,0.1917808219178082
Upper West Side,2018-07-10,614,0.2247557003257329
Upper West Side,2018-07-11,716,0.2011173184357542
Upper West Side,2018-07-12,684,0.20321637426900585
Upper West Side,2018-07-13,711,0.17440225035161744
Upper West Side,2018-07-14,661,0.2027231467473525
Upper West Side,2018-07-15,680,0.19117647058823528
Upper West Side,2018-07-16,661,0.20121028744326777
Upper West Side,2018-07-17,721,0.21497919556171982
Upper West Side,2018-07-18,659,0.22154779969650987
Upper West Side,2018-07-19,676,0.1849112426035503
Upper West Side,2018-07-20,699,0.1888412017167382
Upper West Side,2018-07-21,715,0.16643356643356644
Upper West Side,2018-07-22,744,0.21908602150537634
Upper West Side,2018-07-23,697,0.19368723098995697
Upper West Side,2018-07-24,709,0.1777150916784203
Upper West Side,2018-07-25,713,0.20336605890603085
Upper West Side,2018-07-26,686,0.20699708454810495
Upper West Side,2018-07-27,657,0.2146118721461187
Upper West Side,2018-07-28,682,0.20527859237536658
Upper West Side,2018-07-29,724,0.19475138121546962
Upper West Side,2018-07-30,709,0.16502115655853314
Upper West Side,2018-07-31,695,0.2014388489208633
Upper West Side,2018-08-01,670,0.21492537313432836
Upper West Side,2018-08-02,686,0.19096209912536444
Upper West Side,2018-08-03,706,0.20396600566572237
Upper West Side,2018-08-04,723,0.2033195020746888
Upper West Side,2018-08-05,661,0.20574886535552195
Upper West Side,2018-08-06,678,0.19321533923303835
Upper West Side,2018-08-07,683,0.2005856515373353
Upper West Side,2018-08-08,691,0.2098408104196816
Upper West Side,2018-08-09,737,0.18995929443690637
Upper West Side,2018-08-10,642,0.19003115264797507
Upper West Side,2018-08-11,671,0.19225037257824143
Upper West Side,2018-08-12,654,0.18501529051987767
Upper West Side,2018-08-13,707,0.16831683168316833
Upper West Side,2018-08-14,758,0.21108179419525067
Upper West Side,2018-08-15,690,0.19710144927536233
Upper West Side,2018-08-16,701,0.21112696148359486
Upper West Side,2018-08-17,653,0.19295558958652373
Upper West Side,2018-08-18,721,0.23578363384188628
Upper West Side,2018-08-19,749,0.14419225634178906
Upper West Side,2018-08-20,751,0.15978695073235685
Upper West Side,2018-08-21,783,0.17369093231162197
Upper West Side,2018-08-22,684,0.1871345029239766
Upper West Side,2018-08-23,722,0.18975069252077562
Upper West Side,2018-08-24,722,0.19113573407202217
Upper West Side,2018-08-25,759,0.19894598155467721
Upper West Side,2018-08-26,678,0.22123893805309736
Upper West Side,2018-08-27,667,0.18140929535232383
Upper West Side,2018-08-28,678,0.23893805309734514
Upper West Side,2018-08-29,642,0.1806853582554517
Upper West Side,2018-08-30,650,0.20615384615384616
Upper West Side,2018-08-31,748,0.15508021390374332
Upper West Side,2018-09-01,754,0.1896551724137931
Upper West Side,2018-09-02,697,0.18077474892395984
Upper West Side,2018-09-03,670,0.21791044776119403
Upper West Side,2018-09-04,634,0.17350157728706625
Upper West Side,2018-09-05,691,0.17800289435600578
Upper West Side,2018-09-06,702,0.2492877492877493
Upper West Side,2018-09-07,743,0.16285329744279947
Upper West Side,2018-09-08,790,0.15822784810126583
Upper West Side,2018-09-09,754,0.16047745358090185
Upper West Side,2018-09-10,763,0.1782437745740498
Upper West Side,2018-09-11,810,0.16913580246913582
Upper West Side,2018-09-12,792,0.17803030303030304
Upper West Side,2018-09-13,780,0.21025641025641026
Upper West Side,2018-09-14,749,0.1842456608811749
Upper West Side,2018-09-15,813,0.1918819188191882
Upper West Side,2018-09-16,706,0.20396600566572237
Upper West Side,2018-09-17,779,0.1925545571245186
Upper West Side,2018-09-18,809,0.1965389369592089
Upper West Side,2018-09-19,733,0.19099590723055934
Upper West Side,2018-09-20,787,0.2071156289707751
Upper West Side,2018-09-21,767,0.19295958279009126
Upper West Side,2018-09-22,789,0.16096324461343473
Upper West Side,2018-09-23,798,0.16791979949874686
Upper West Side,2018-09-24,804,0.16791044776119404
Upper West Side,2018-09-25,743,0.21668909825033647
Upper West Side,2018-09-26,719,0.20445062586926285
Upper West Side,2018-09-27,778,0.15681233933161953
Upper West Side,2018-09-28,735,0.14285714285714285
Upper West Side,2018-09-29,818,0.16992665036674817
Upper West Side,2018-09-30,761,0.19316688567674112
Upper West Side,2018-10-01,735,0.15918367346938775
Upper West Side,2018-10-02,758,0.17018469656992086
Upper West Side,2018-10-03,826,0.1694915254237288
Upper West Side,2018-10-04,783,0.194125159642401
Upper West Side,2018-10-05,768,0.16796875
Upper West Side,2018-10-06,832,0.1814903846153846
Upper West Side,2018-10-07,752,0.21675531914893617
Upper West Side,2018-10-08,876,0.1723744292237443
Upper West Side,2018-10-09,767,0.17470664928292046
Upper West Side,2018-10-10,770,0.15844155844155844
Upper West Side,2018-10-11,784,0.25510204081632654
Upper West Side,2018-10-12,730,0.13013698630136986
Upper West Side,2018-10-13,866,0.14318706697459585
Upper West Side,2018-10-14,813,0.12792127921279212
Upper West Side,2018-10-15,830,0.19036144578313252
Upper West Side,2018-10-16,825,0.17212121212121212
Upper West Side,2018-10-17,838,0.17541766109785203
Upper West Side,2018-10-18,791,0.17193426042983564
Upper West Side,2018-10-19,846,0.1595744680851064
Upper West Side,2018-10-20,846,0.17966903073286053
Upper West Side,2018-10-21,822,0.18856447688564476
Upper West Side,2018-10-22,808,0.16212871287128713
Upper West Side,2018-10-23,824,0.15655339805825244
Upper West Side,2018-10-24,790,0.14050632911392405
Upper West Side,2018-10-25,785,0.16560509554140126
Upper West Side,2018-10-26,811,0.15782983970406905
Upper West Side,2018-10-27,809,0.17428924598269468
Upper West Side,2018-10-28,854,0.16744730679156908
Upper West Side,2018-10-29,828,0.1292270531400966
Upper West Side,2018-10-30,794,0.163727959697733
Upper West Side,2018-10-31,846,0.1607565011820331
